DRPM,GP,MPG,ORPM,RPM,Season_End_Year,Season_Start_Year,WINS,names
-0.78,82,29.4,1.12,0.34,2017,2016,5.38,Elfrid Payton
0.18,73,29.8,0.13,0.31,2017,2016,4.72,Tyler Johnson
0.64,54,26.4,-0.38,0.26,2017,2016,3.02,Dirk Nowitzki
0.61,74,18.4,-0.41,0.20,2017,2016,2.81,Jason Terry
-2.04,74,35.4,2.21,0.17,2017,2016,5.46,DeMar DeRozan
-1.75,74,34.3,1.87,0.12,2017,2016,5.26,Carmelo Anthony
-0.01,67,12.1,0.07,0.06,2017,2016,1.64,Davis Bertans
-0.07,46,30.1,0.12,0.05,2017,2016,2.80,Dion Waiters
1.83,62,8.6,-1.82,0.01,2017,2016,1.04,Cole Aldrich
1.31,78,29.9,-1.31,0.00,2017,2016,4.62,Tristan Thompson
0.39,77,27.3,-0.41,-0.02,2017,2016,3.94,JaMychal Green
-0.07,76,30.2,-0.02,-0.09,2017,2016,4.36,Marvin Williams
-0.91,64,25.9,0.69,-0.22,2017,2016,2.95,Deron Williams
1.55,81,29.7,-1.80,-0.25,2017,2016,4.33,Andre Drummond
2.00,71,24.7,-2.29,-0.29,2017,2016,3.30,Trevor Booker
1.54,56,26.5,-1.87,-0.33,2017,2016,2.69,Luol Deng
1.36,18,7.5,-1.69,-0.33,2017,2016,0.24,Adreian Payne
1.12,65,23.9,-1.47,-0.35,2017,2016,2.82,Clint Capela
-2.11,78,28.2,1.73,-0.38,2017,2016,3.86,JJ Redick
1.78,78,22.6,-2.16,-0.38,2017,2016,3.29,Rondae Hollis-Jefferson
-1.47,68,30.3,1.06,-0.41,2017,2016,3.44,Darren Collison
0.40,28,16.0,-0.86,-0.46,2017,2016,0.71,Brandan Wright
0.31,59,22.6,-0.80,-0.49,2017,2016,2.29,Spencer Dinwiddie
0.92,40,8.7,-1.43,-0.51,2017,2016,0.53,Raul Neto
1.96,67,16.3,-2.50,-0.54,2017,2016,1.81,Tarik Black
-1.31,76,33.3,0.71,-0.60,2017,2016,4.02,Kentavious Caldwell-Pope
2.06,50,23.7,-2.76,-0.70,2017,2016,1.73,Derrick Favors
-1.21,69,25.1,0.49,-0.72,2017,2016,2.63,Ty Lawson
-1.56,78,23.6,0.79,-0.77,2017,2016,2.58,Joe Johnson
-1.61,51,33.9,0.83,-0.78,2017,2016,2.59,Jabari Parker
0.58,75,25.9,-1.43,-0.85,2017,2016,2.78,Jon Leuer
0.18,32,17.0,-1.06,-0.88,2017,2016,0.82,Derrick Jones Jr.
1.12,78,17.8,-2.03,-0.91,2017,2016,1.94,Jonathon Simmons
1.03,12,4.4,-1.95,-0.92,2017,2016,0.07,Joel Bolomboy
-0.56,66,25.0,-0.37,-0.93,2017,2016,2.29,Dante Cunningham
1.44,19,6.4,-2.41,-0.97,2017,2016,0.17,Joel Anthony
0.25,82,20.0,-0.58,-0.33,2017,2016,2.87,Justin Holiday
0.40,72,18.4,-0.75,-0.35,2017,2016,2.37,Willy Hernangomez
1.02,12,9.5,-1.40,-0.38,2017,2016,0.20,Chris Andersen
-0.36,70,17.7,-0.02,-0.38,2017,2016,2.11,Mike Muscala
2.08,48,14.2,-2.48,-0.40,2017,2016,1.21,Roy Hibbert
0.57,31,15.1,-0.98,-0.41,2017,2016,0.79,Reggie Bullock
1.45,16,6.9,-1.94,-0.49,2017,2016,0.08,Ryan Kelly
-0.18,57,20.9,-0.32,-0.50,2017,2016,2.01,Richaun Holmes
0.54,74,14.4,-1.08,-0.54,2017,2016,1.75,Jason Smith
-0.46,65,26.6,-0.14,-0.60,2017,2016,2.67,Garrett Temple
-1.24,72,21.3,0.56,-0.68,2017,2016,2.40,Enes Kanter
0.20,41,15.6,-0.91,-0.71,2017,2016,0.99,Darrell Arthur
1.00,82,15.6,-1.75,-0.75,2017,2016,1.99,Corey Brewer
-0.51,59,27.0,-0.26,-0.77,2017,2016,2.23,Rodney Hood
1.24,25,11.1,-2.04,-0.80,2017,2016,0.40,Paul Pierce
-0.85,80,29.2,-0.02,-0.87,2017,2016,3.29,Tony Snell
-0.46,60,29.9,-0.45,-0.91,2017,2016,2.52,Dwyane Wade
0.99,2,12.5,-1.91,-0.92,2017,2016,0.03,Mike Tobey
-1.51,77,31.9,0.58,-0.93,2017,2016,3.40,Courtney Lee
0.57,51,8.5,-1.50,-0.93,2017,2016,0.58,Jeff Withey
-0.60,58,18.3,-0.39,-0.99,2017,2016,1.50,Montrezl Harrell
1.94,31,15.5,-2.97,-1.03,2017,2016,0.65,Omer Asik
-0.97,65,22.7,-0.07,-1.04,2017,2016,1.93,Anthony Tolliver
1.17,46,22.1,-2.23,-1.06,2017,2016,1.32,Joakim Noah
0.17,57,9.9,-1.23,-1.06,2017,2016,0.70,Thon Maker
0.65,14,6.6,-1.74,-1.09,2017,2016,0.10,Anderson Varejao
0.97,13,8.2,-2.06,-1.09,2017,2016,0.13,Christian Wood
0.65,21,8.1,-1.75,-1.10,2017,2016,0.22,Marshall Plumlee
0.83,2,15.5,-1.97,-1.14,2017,2016,0.04,Josh Huestis
-1.20,60,28.4,0.05,-1.15,2017,2016,2.20,Will Barton
2.62,68,11.9,-3.79,-1.17,2017,2016,1.01,Wesley Johnson
-0.51,77,17.3,-0.66,-1.17,2017,2016,1.58,Dwight Powell
-0.50,73,26.9,-0.69,-1.19,2017,2016,2.41,Kent Bazemore
2.47,59,16.6,-3.70,-1.23,2017,2016,1.20,Taurean Prince
0.26,74,16.5,-1.50,-1.24,2017,2016,1.48,Meyers Leonard
-1.50,81,22.2,0.25,-1.25,2017,2016,2.15,Brandon Jennings
-0.09,74,24.0,-1.18,-1.27,2017,2016,2.07,Matt Barnes
0.69,8,9.5,-1.97,-1.28,2017,2016,0.09,Tiago Splitter
-0.98,41,29.0,-0.32,-1.30,2017,2016,1.37,JR Smith
0.59,20,19.9,-1.89,-1.30,2017,2016,0.47,David Nwaba
1.05,53,8.4,-2.03,-0.98,2017,2016,0.63,Kevon Looney
1.08,57,12.6,-2.10,-1.02,2017,2016,0.93,Tomas Satoransky
-0.14,78,15.8,-0.89,-1.03,2017,2016,1.63,Jonas Jerebko
1.12,20,6.4,-2.18,-1.06,2017,2016,0.17,Nick Collison
-0.01,74,17.1,-1.05,-1.06,2017,2016,1.65,Terry Rozier
-0.29,36,12.8,-0.80,-1.09,2017,2016,0.62,Luis Scola
0.23,81,26.3,-1.32,-1.09,2017,2016,2.86,T.J. McConnell
-1.17,68,32.9,0.07,-1.10,2017,2016,2.89,Evan Fournier
-0.16,76,25.5,-0.98,-1.14,2017,2016,2.43,Iman Shumpert
1.16,7,6.7,-2.31,-1.15,2017,2016,0.06,Jordan Hill
0.39,66,15.8,-1.55,-1.16,2017,2016,1.28,Cristiano Felicio
1.25,71,14.5,-2.42,-1.17,2017,2016,1.28,Willie Reed
0.90,75,18.9,-2.07,-1.17,2017,2016,1.72,Willie Cauley-Stein
-1.87,74,24.0,0.67,-1.20,2017,2016,2.15,Marco Belinelli
-1.54,71,30.9,0.30,-1.24,2017,2016,2.69,Wilson Chandler
1.08,3,3.0,-2.32,-1.24,2017,2016,0.01,Brice Johnson
-1.01,76,18.0,-0.24,-1.25,2017,2016,1.63,Norman Powell
1.09,54,11.6,-2.36,-1.27,2017,2016,0.72,Jakob Poeltl
-1.32,62,18.4,0.04,-1.28,2017,2016,1.31,Jeremy Lamb
-0.84,57,21.7,-0.46,-1.30,2017,2016,1.53,Caris LeVert
0.65,3,3.3,-1.95,-1.30,2017,2016,0.01,Ben Bentil
0.18,16,5.0,-1.58,-1.40,2017,2016,0.09,Chris McCullough
-1.57,35,22.0,0.15,-1.42,2017,2016,0.80,J.J. Barea
-0.45,66,14.1,-1.00,-1.45,2017,2016,0.98,Al Jefferson
-0.44,70,16.2,-1.05,-1.49,2017,2016,1.16,Mirza Teletovic
1.27,22,7.4,-2.77,-1.50,2017,2016,0.16,AJ Hammons
-1.57,82,21.5,0.06,-1.51,2017,2016,1.86,Jamal Murray
0.21,22,7.5,-1.74,-1.53,2017,2016,0.18,Malik Beasley
-1.65,74,20.2,0.10,-1.55,2017,2016,1.46,Langston Galloway
0.35,20,7.6,-1.93,-1.58,2017,2016,0.16,Mike Miller
-3.16,82,37.2,1.56,-1.60,2017,2016,2.94,Andrew Wiggins
0.83,37,7.9,-2.44,-1.61,2017,2016,0.28,Fred VanVleet
0.30,11,7.3,-1.92,-1.62,2017,2016,0.08,Johnny O'Bryant III
-0.48,79,20.4,-1.16,-1.64,2017,2016,1.51,Richard Jefferson
0.11,9,4.4,-1.76,-1.65,2017,2016,0.04,Bruno Caboclo
-2.48,19,23.3,0.82,-1.66,2017,2016,0.38,Jordan Crawford
0.62,5,12.4,-2.31,-1.69,2017,2016,0.06,Jarell Eddie
0.50,29,7.6,-2.20,-1.70,2017,2016,0.20,Rakeem Christmas
0.57,69,17.2,-2.27,-1.70,2017,2016,1.11,Timothe Luwawu-Cabarrot
-0.32,5,3.4,-1.42,-1.74,2017,2016,0.01,Aaron Harrison
-2.58,78,35.0,1.28,-1.30,2017,2016,3.29,Devin Booker
-1.42,77,18.4,0.05,-1.37,2017,2016,1.64,Sam Dekker
-1.05,73,24.5,-0.37,-1.42,2017,2016,1.83,Zach Randolph
0.63,81,28.0,-2.07,-1.44,2017,2016,2.42,Robin Lopez
-0.90,78,25.2,-0.58,-1.48,2017,2016,2.04,Rodney McGruder
0.02,40,19.7,-1.52,-1.50,2017,2016,0.81,Tyreke Evans
-1.39,53,9.7,-0.12,-1.51,2017,2016,0.51,Shabazz Napier
1.64,39,15.0,-3.17,-1.53,2017,2016,0.60,Alexis Ajinca
-0.69,62,13.6,-0.85,-1.54,2017,2016,0.88,Juan Hernangomez
0.06,53,30.5,-1.63,-1.57,2017,2016,1.57,Josh Richardson
-0.38,72,20.5,-1.20,-1.58,2017,2016,1.38,Andrew Harrison
0.62,5,8.0,-2.23,-1.61,2017,2016,0.03,Lamar Patterson
-1.55,61,21.2,-0.07,-1.62,2017,2016,1.27,Kenneth Faried
1.79,58,19.4,-3.42,-1.63,2017,2016,1.05,John Henson
-1.60,36,20.5,-0.05,-1.65,2017,2016,0.70,Jodie Meeks
-0.97,63,25.2,-0.69,-1.66,2017,2016,1.42,Tony Parker
0.43,13,6.8,-2.11,-1.68,2017,2016,0.08,Alonzo Gee
1.12,45,18.8,-2.82,-1.70,2017,2016,0.77,Michael Carter-Williams
-2.45,63,28.7,0.75,-1.70,2017,2016,1.69,D'Angelo Russell
-0.76,8,10.5,-0.96,-1.72,2017,2016,0.02,Pierre Jackson
0.80,10,8.5,-2.58,-1.78,2017,2016,0.07,Damian Jones
0.55,19,3.9,-2.35,-1.80,2017,2016,0.06,Daniel Ochefu
-1.58,73,24.9,-0.24,-1.82,2017,2016,1.50,E'Twaun Moore
0.01,2,16.5,-1.85,-1.84,2017,2016,0.03,Jarrett Jack
-0.62,81,26.3,-1.25,-1.87,2017,2016,1.74,Dario Saric
0.41,56,12.3,-2.30,-1.89,2017,2016,0.54,Kris Humphries
-1.73,74,27.8,-0.17,-1.90,2017,2016,1.62,Austin Rivers
-0.67,69,20.7,-1.25,-1.92,2017,2016,1.10,Glenn Robinson III
0.57,14,3.1,-2.54,-1.97,2017,2016,0.04,Kyle Wiltjer
-1.20,68,14.9,-0.80,-2.00,2017,2016,0.72,Mindaugas Kuzminskas
-1.23,40,18.8,-0.82,-2.05,2017,2016,0.38,Hollis Thompson
-0.38,1,12.0,-1.68,-2.06,2017,2016,0.01,Dahntay Jones
-0.42,64,18.4,-1.64,-2.06,2017,2016,0.84,Justin Hamilton
-0.30,5,3.4,-1.77,-2.07,2017,2016,0.01,Demetrius Jackson
1.07,52,8.8,-3.15,-2.08,2017,2016,0.31,James Michael McAdoo
0.26,42,9.7,-2.35,-2.09,2017,2016,0.27,Sasha Vujacic
-1.36,26,11.5,-0.74,-2.10,2017,2016,0.20,Chasson Randle
-0.73,3,3.0,-1.38,-2.11,2017,2016,0.01,R.J. Hunter
-2.10,67,17.7,-0.02,-2.12,2017,2016,0.72,Troy Daniels
-2.44,66,31.0,0.30,-2.14,2017,2016,1.34,TJ Warren
-0.34,11,14.5,-1.42,-1.76,2017,2016,0.08,Anthony Brown
0.90,11,10.7,-2.70,-1.80,2017,2016,0.10,Jared Sullinger
-0.04,1,1.0,-1.76,-1.80,2017,2016,0.00,Danuel House Jr.
-1.03,74,28.8,-0.79,-1.82,2017,2016,1.83,Julius Randle
-0.49,69,26.7,-1.35,-1.84,2017,2016,1.51,Rajon Rondo
-0.51,53,11.1,-1.36,-1.87,2017,2016,0.49,Tyler Ennis
-1.01,76,26.1,-0.88,-1.89,2017,2016,1.54,Matthew Dellavedova
-0.61,5,2.2,-1.30,-1.91,2017,2016,0.01,John Lucas III
0.38,19,7.7,-2.32,-1.94,2017,2016,0.10,Henry Ellenson
-0.04,33,18.5,-1.93,-1.97,2017,2016,0.45,Skal Labissiere
1.86,81,20.1,-3.90,-2.04,2017,2016,1.14,Domantas Sabonis
-1.29,23,11.5,-0.76,-2.05,2017,2016,0.19,Anthony Bennett
0.73,16,8.1,-2.79,-2.06,2017,2016,0.09,Udonis Haslem
-0.79,39,8.1,-1.28,-2.07,2017,2016,0.21,Pat Connaughton
0.53,25,6.4,-2.61,-2.08,2017,2016,0.11,Metta World Peace
0.13,57,17.1,-2.21,-2.08,2017,2016,0.64,Denzel Valentine
-0.72,54,23.5,-1.38,-2.10,2017,2016,0.84,Terrence Jones
0.15,5,10.4,-2.25,-2.10,2017,2016,0.04,Chinanu Onuaku
-1.46,49,14.6,-0.66,-2.12,2017,2016,0.46,Anthony Morrow
-2.25,68,15.5,0.13,-2.12,2017,2016,0.69,Alex Abrines
-1.72,55,33.4,-0.44,-2.16,2017,2016,1.13,Avery Bradley
-0.28,29,7.6,-1.88,-2.16,2017,2016,0.14,James Young
-1.27,48,7.9,-0.91,-2.18,2017,2016,0.23,James Jones
0.05,53,15.9,-2.26,-2.21,2017,2016,0.49,Mike Dunleavy
-0.30,81,20.3,-1.92,-2.22,2017,2016,0.90,Dorian Finney-Smith
-2.36,64,32.5,0.11,-2.25,2017,2016,1.17,Derrick Rose
-0.88,80,21.3,-1.40,-2.28,2017,2016,0.92,Raymond Felton
0.05,36,17.9,-2.35,-2.30,2017,2016,0.22,Omri Casspi
-0.61,56,16.7,-1.70,-2.31,2017,2016,0.48,Michael Beasley
-0.08,30,9.6,-2.25,-2.33,2017,2016,0.14,Sheldon Mac
-0.17,9,3.6,-2.17,-2.34,2017,2016,0.02,Michael Gbinije
0.90,32,12.0,-3.25,-2.35,2017,2016,0.19,Kyle Singler
0.76,62,12.5,-3.13,-2.37,2017,2016,0.37,DeAndre Liggins
-0.04,77,17.8,-2.34,-2.38,2017,2016,0.63,Stanley Johnson
-2.36,70,25.1,-0.07,-2.43,2017,2016,0.81,Sean Kilpatrick
-0.14,22,9.0,-2.29,-2.43,2017,2016,0.09,Malachi Richardson
-0.50,64,15.6,-1.94,-2.44,2017,2016,0.43,Bobby Portis
-1.27,70,14.0,-1.22,-2.49,2017,2016,0.39,Joffrey Lauvergne
-0.91,39,17.8,-1.66,-2.57,2017,2016,0.23,Rodney Stuckey
-0.21,38,14.7,-2.38,-2.59,2017,2016,0.01,Quincy Acy
-0.38,3,13.0,-1.77,-2.15,2017,2016,0.03,Greivis Vasquez
-0.03,35,13.5,-2.13,-2.16,2017,2016,0.28,Okaro White
0.02,27,7.0,-2.19,-2.17,2017,2016,0.11,Treveon Graham
-1.21,46,26.0,-0.99,-2.20,2017,2016,0.39,Yogi Ferrell
-0.68,49,10.3,-1.54,-2.22,2017,2016,0.30,KJ McDaniels
0.57,19,5.7,-2.79,-2.22,2017,2016,0.06,Stephen Zimmerman
0.52,45,10.8,-2.79,-2.27,2017,2016,0.25,Miles Plumlee
0.49,7,3.4,-2.77,-2.28,2017,2016,0.01,Diamond Stone
0.20,51,10.3,-2.50,-2.30,2017,2016,0.28,Tyler Zeller
-0.37,32,10.3,-1.94,-2.31,2017,2016,0.07,Maurice Ndour
-0.66,48,11.7,-1.68,-2.34,2017,2016,0.28,Thomas Robinson
1.28,77,20.3,-3.62,-2.34,2017,2016,0.81,Alex Len
-0.40,16,5.0,-1.95,-2.35,2017,2016,0.04,Tim Quarterman
-0.47,6,26.2,-1.91,-2.38,2017,2016,0.07,Alex Poythress
-1.67,65,23.5,-0.73,-2.40,2017,2016,0.70,Tim Frazier
-0.76,79,20.3,-1.67,-2.43,2017,2016,0.71,Kelly Oubre Jr.
-1.94,80,25.0,-0.50,-2.44,2017,2016,0.86,Cory Joseph
-2.76,79,31.5,0.31,-2.45,2017,2016,1.07,Dennis Schroder
0.77,81,22.1,-3.33,-2.56,2017,2016,0.63,Bismack Biyombo
-2.25,80,27.4,-0.32,-2.57,2017,2016,0.78,Nik Stauskas
-1.59,52,11.1,-1.06,-2.65,2017,2016,0.17,Brandon Bass
0.26,18,10.8,-2.92,-2.66,2017,2016,0.06,Mike Scott
-1.19,18,9.7,-1.52,-2.71,2017,2016,0.04,Nicolas Laprovittola
-0.28,14,16.9,-2.44,-2.72,2017,2016,0.06,Wayne Selden
-1.47,47,11.4,-1.27,-2.74,2017,2016,0.13,Gerald Green
-0.36,41,13.1,-2.40,-2.76,2017,2016,0.12,Jose Calderon
-2.11,68,22.3,-0.66,-2.77,2017,2016,0.35,Sergio Rodriguez
-0.30,22,16.1,-2.47,-2.77,2017,2016,0.08,Georgios Papagiannis
-0.65,66,18.6,-2.14,-2.79,2017,2016,0.25,Dante Exum
-1.38,14,13.4,-1.44,-2.82,2017,2016,0.01,Quinn Cook
-0.01,22,17.3,-2.87,-2.88,2017,2016,0.06,Josh McRoberts
-0.25,73,17.1,-2.64,-2.89,2017,2016,0.18,Malcolm Delaney
-0.40,22,4.9,-2.55,-2.95,2017,2016,0.01,CJ Wilcox
-2.35,47,37.2,-0.62,-2.97,2017,2016,0.17,Zach LaVine
-1.50,67,14.4,-1.50,-3.00,2017,2016,0.08,Leandro Barbosa
-0.40,5,8.6,-2.61,-3.01,2017,2016,0.00,Patricio Garino
-0.03,35,7.1,-2.99,-3.02,2017,2016,0.02,Jake Layman
-1.40,50,16.2,-1.65,-3.05,2017,2016,0.04,Ramon Sessions
-0.76,9,12.8,-2.29,-3.05,2017,2016,0.01,Jarrod Uthoff
1.17,42,13.3,-4.23,-3.06,2017,2016,0.02,Jarell Martin
0.37,23,4.0,-2.99,-2.62,2017,2016,0.03,Georges Niang
-2.87,79,28.5,0.22,-2.65,2017,2016,0.68,Allen Crabbe
-0.47,3,23.7,-2.23,-2.70,2017,2016,0.02,Jerryd Bayless
-0.23,71,16.3,-2.48,-2.71,2017,2016,0.29,Trey Lyles
-0.19,76,17.7,-2.55,-2.74,2017,2016,0.33,Shaun Livingston
-2.61,67,26.2,-0.15,-2.76,2017,2016,0.41,Kyle Korver
-0.53,14,9.6,-2.24,-2.77,2017,2016,0.03,Ronnie Price
-0.15,25,5.6,-2.62,-2.77,2017,2016,0.03,Jordan Mickey
-1.28,55,21.9,-1.51,-2.79,2017,2016,0.25,Shelvin Mack
-0.83,38,8.5,-1.97,-2.80,2017,2016,0.07,Dejounte Murray
-1.18,25,4.9,-1.69,-2.87,2017,2016,0.02,Bobby Brown
0.15,65,25.5,-3.04,-2.89,2017,2016,0.25,Evan Turner
-1.82,77,14.8,-1.08,-2.90,2017,2016,0.17,Ian Clark
-1.64,74,27.0,-1.32,-2.96,2017,2016,0.21,Monta Ellis
1.03,74,17.1,-4.02,-2.99,2017,2016,0.11,Noah Vonleh
-0.87,54,14.8,-2.13,-3.00,2017,2016,0.06,Spencer Hawes
-0.06,46,17.2,-2.96,-3.02,2017,2016,0.05,Ed Davis
-0.48,13,9.6,-2.56,-3.04,2017,2016,0.01,Norris Cole
-0.64,62,16.3,-2.41,-3.05,2017,2016,0.05,C.J. Watson
-0.41,78,17.1,-2.64,-3.05,2017,2016,0.06,Kris Dunn
0.93,54,20.4,-4.02,-3.09,2017,2016,0.03,Timofey Mozgov
-1.16,73,22.5,-1.95,-3.11,2017,2016,0.02,Isaiah Whitehead
-2.28,82,23.0,-0.92,-3.20,2017,2016,-0.09,Buddy Hield
-0.56,52,16.5,-2.68,-3.24,2017,2016,-0.06,Ron Baker
-1.47,65,13.8,-1.81,-3.28,2017,2016,-0.09,Aaron Brooks
-0.26,38,16.0,-3.04,-3.30,2017,2016,-0.07,Ivica Zubac
-1.31,69,22.2,-2.03,-3.34,2017,2016,-0.21,Jeff Green
-0.67,38,9.8,-2.72,-3.39,2017,2016,-0.05,DeAndre' Bembry
-0.94,42,15.5,-2.47,-3.41,2017,2016,-0.12,Alec Burks
0.49,55,15.6,-3.93,-3.44,2017,2016,-0.17,Pascal Siakam
-0.45,30,18.6,-3.06,-3.51,2017,2016,-0.14,Troy Williams
-0.19,44,19.2,-3.37,-3.56,2017,2016,-0.23,Paul Zipser
-1.07,41,10.1,-2.62,-3.69,2017,2016,-0.15,Brian Roberts
-1.82,82,21.3,-1.96,-3.78,2017,2016,-0.76,Marquese Chriss
-0.73,47,21.9,-3.13,-3.86,2017,2016,-0.48,Brandon Rush
-0.68,43,13.3,-3.20,-3.88,2017,2016,-0.28,Dragan Bender
-2.54,75,16.4,-1.36,-3.90,2017,2016,-0.59,Justin Anderson
-1.25,50,16.1,-2.66,-3.91,2017,2016,-0.40,Derrick Williams
-2.42,72,23.2,-1.51,-3.93,2017,2016,-0.87,Gerald Henderson
-3.39,82,29.2,-0.63,-4.02,2017,2016,-1.40,Jordan Clarkson
-0.50,73,17.6,-2.58,-3.08,2017,2016,0.03,Boris Diaw
-0.90,4,13.0,-2.19,-3.09,2017,2016,0.00,Isaiah Taylor
-0.24,36,6.6,-2.88,-3.12,2017,2016,0.00,Deyonta Davis
-3.18,82,26.3,-0.06,-3.24,2017,2016,-0.16,Jamal Crawford
-0.74,34,14.1,-2.51,-3.25,2017,2016,-0.04,Donatas Motiejunas
-0.90,45,7.0,-2.38,-3.28,2017,2016,-0.03,Damjan Rudez
-1.29,20,10.3,-2.02,-3.31,2017,2016,-0.02,Briante Weber
-0.42,78,17.2,-2.95,-3.37,2017,2016,-0.21,Jaylen Brown
-0.85,17,11.7,-2.54,-3.39,2017,2016,-0.03,Cheick Diallo
-1.25,23,10.3,-2.17,-3.42,2017,2016,-0.05,Marcelo Huertas
-0.91,61,14.3,-2.56,-3.47,2017,2016,-0.19,Lavoy Allen
-2.94,52,27.4,-0.59,-3.53,2017,2016,-0.36,Reggie Jackson
-1.04,30,10.3,-2.62,-3.66,2017,2016,-0.10,Alan Anderson
-3.19,78,19.4,-0.56,-3.75,2017,2016,-0.60,Shabazz Muhammad
-0.33,34,19.9,-3.51,-3.84,2017,2016,-0.29,Chandler Parsons
-3.42,81,25.7,-0.46,-3.88,2017,2016,-1.04,Bojan Bogdanovic
-0.69,39,9.8,-3.20,-3.89,2017,2016,-0.18,Darrun Hilliard
-2.38,55,25.6,-1.52,-3.90,2017,2016,-0.71,Emmanuel Mudiay
0.16,18,34.7,-4.08,-3.92,2017,2016,-0.31,Justise Winslow
-1.07,49,11.4,-2.94,-4.01,2017,2016,-0.31,Kevin Seraphin
0.02,72,35.4,6.69,6.71,2018,2017,16.03,James Harden
2.78,59,36.7,3.61,6.39,2018,2017,12.80,Jimmy Butler
3.17,75,34.0,2.74,5.91,2018,2017,14.77,Victor Oladipo
4.24,80,31.6,1.21,5.45,2018,2017,14.31,Robert Covington
1.20,80,36.4,3.96,5.16,2018,2017,15.73,Russell Westbrook
-0.68,82,36.9,5.64,4.96,2018,2017,15.86,LeBron James
-0.38,73,36.6,5.28,4.90,2018,2017,13.67,Damian Lillard
0.44,82,35.6,3.80,4.24,2018,2017,13.50,Karl-Anthony Towns
3.34,70,32.7,0.70,4.04,2018,2017,10.98,Draymond Green
5.06,56,32.4,-1.24,3.82,2018,2017,8.02,Rudy Gobert
2.10,81,36.1,1.63,3.73,2018,2017,13.12,Jrue Holiday
-0.65,68,34.2,4.26,3.61,2018,2017,10.51,Kevin Durant
0.55,52,30.9,2.91,3.46,2018,2017,6.46,Tyreke Evans
0.80,76,20.0,2.60,3.40,2018,2017,6.18,Fred VanVleet
1.39,55,27.2,1.76,3.15,2018,2017,6.20,Nikola Mirotic
3.20,74,26.7,-0.08,3.12,2018,2017,7.79,Kyle Anderson
0.65,79,36.6,2.25,2.90,2018,2017,11.12,Paul George
3.37,52,14.6,-0.54,2.83,2018,2017,2.96,Nene Hilario
0.83,73,21.6,1.87,2.70,2018,2017,5.99,Kyle Korver
3.10,66,21.5,-0.53,2.57,2018,2017,5.33,Larry Nance Jr.
1.63,58,31.8,5.36,6.99,2018,2017,11.75,Chris Paul
0.06,51,32.0,6.59,6.65,2018,2017,10.97,Stephen Curry
1.95,75,32.5,4.02,5.97,2018,2017,14.03,Nikola Jokic
3.70,75,36.4,1.85,5.55,2018,2017,15.56,Anthony Davis
1.03,78,32.2,4.15,5.18,2018,2017,13.59,Kyle Lowry
3.59,63,30.3,1.51,5.10,2018,2017,10.13,Joel Embiid
2.05,77,31.6,2.91,4.96,2018,2017,12.51,Otto Porter Jr.
2.40,82,17.9,2.38,4.78,2018,2017,7.27,Tyus Jones
1.60,75,36.7,2.63,4.23,2018,2017,12.90,Giannis Antetokounmpo
2.68,72,31.6,1.21,3.89,2018,2017,10.05,Al Horford
-0.55,80,34.2,4.36,3.81,2018,2017,12.27,Kemba Walker
1.60,48,36.2,2.06,3.66,2018,2017,7.50,DeMarcus Cousins
1.36,82,31.5,2.14,3.50,2018,2017,10.81,Joe Ingles
1.59,59,28.0,1.81,3.40,2018,2017,6.92,Kevin Love
0.90,76,23.4,2.44,3.34,2018,2017,7.11,Kelly Olynyk
1.24,75,33.5,1.90,3.14,2018,2017,9.79,LaMarcus Aldridge
1.97,80,30.5,0.95,2.92,2018,2017,9.23,Jayson Tatum
1.45,81,33.7,1.44,2.89,2018,2017,10.89,Ben Simmons
2.44,57,14.2,0.37,2.81,2018,2017,3.16,Jordan Bell
2.27,48,32.4,0.34,2.61,2018,2017,5.64,Kristaps Porzingis
2.11,79,21.2,0.32,2.43,2018,2017,5.82,Dwight Powell
1.98,77,29.3,0.41,2.39,2018,2017,7.85,Ricky Rubio
3.63,73,13.7,-1.25,2.38,2018,2017,3.51,David West
-0.65,69,29.2,2.89,2.24,2018,2017,6.89,Darren Collison
0.60,79,33.4,1.55,2.15,2018,2017,8.83,Donovan Mitchell
0.21,58,34.0,1.90,2.11,2018,2017,6.59,Blake Griffin
-0.76,69,31.2,2.75,1.99,2018,2017,7.06,Eric Gordon
1.91,77,18.0,0.03,1.94,2018,2017,4.44,Kyle O'Quinn
0.49,77,24.7,1.40,1.89,2018,2017,6.06,Dirk Nowitzki
0.13,73,34.3,1.68,1.81,2018,2017,8.21,Klay Thompson
3.05,74,15.8,-1.27,1.78,2018,2017,3.85,Amir Johnson
3.60,81,21.5,-1.86,1.74,2018,2017,5.33,Dejounte Murray
1.15,67,33.9,0.51,1.66,2018,2017,7.02,Trevor Ariza
1.41,73,29.9,0.24,1.65,2018,2017,6.64,DeMarre Carroll
0.57,69,20.8,1.08,1.65,2018,2017,4.29,Delon Wright
2.14,38,30.1,-0.60,1.54,2018,2017,3.35,Paul Millsap
1.05,78,25.7,0.47,1.52,2018,2017,6.05,Marvin Williams
1.53,78,33.7,-0.08,1.45,2018,2017,7.59,Andre Drummond
-1.17,82,36.4,2.57,1.40,2018,2017,8.61,Khris Middleton
0.91,70,30.7,0.48,1.39,2018,2017,6.11,Jaylen Brown
0.06,74,31.4,2.49,2.55,2018,2017,8.45,Eric Bledsoe
-0.21,80,28.8,2.61,2.40,2018,2017,8.09,Spencer Dinwiddie
