DRPM,GP,MPG,ORPM,RPM,Season_End_Year,season_id,WINS,names,name_length_post_split,First_Name,Last_Name,Game_id,Person_id,Team_id,Season_Total_Minutes,Season_Total_Minutes*RPM
4.67,77,28.9,0.53,5.2,2015,2014,10.33,Tim Duncan,2,Tim,Duncan,21400002.0,1495.0,1610612759.0,2225.2999999999997,11571.56
4.92,63,26.2,-0.11,4.81,2015,2014,7.23,Tony Allen,2,Tony,Allen,21400009.0,2754.0,1610612763.0,1650.6,7939.385999999999
3.54,75,30.5,1.04,4.58,2015,2014,9.99,Tyson Chandler,2,Tyson,Chandler,21400002.0,2199.0,1610612742.0,2287.5,10476.75
1.19,76,34.4,3.3,4.49,2015,2014,10.81,Gordon Hayward,2,Gordon,Hayward,21400012.0,202330.0,1610612762.0,2614.4,11738.656
3.23,62,24.0,1.12,4.35,2015,2014,6.08,Cody Zeller,2,Cody,Zeller,21400004.0,203469.0,1610612766.0,1488.0,6472.799999999999
0.43,65,38.7,3.87,4.3,2015,2014,10.31,Jimmy Butler,2,Jimmy,Butler,21400035.0,202710.0,1610612741.0,2515.5,10816.65
0.36,71,35.4,3.7,4.06,2015,2014,9.95,LaMarcus Aldridge,2,LaMarcus,Aldridge,21400015.0,200746.0,1610612757.0,2513.4,10204.403999999999
-0.87,43,29.5,4.64,3.77,2015,2014,4.76,George Hill,2,George,Hill,21400417.0,201588.0,1610612754.0,1268.5,4782.245
2.27,60,33.7,1.38,3.65,2015,2014,7.55,Wesley Matthews,2,Wesley,Matthews,21400015.0,202083.0,1610612757.0,2022.0000000000002,7380.300000000001
1.91,81,33.2,1.7,3.61,2015,2014,9.68,Marc Gasol,2,Marc,Gasol,21400009.0,201188.0,1610612763.0,2689.2000000000003,9708.012
1.71,64,22.3,1.79,3.5,2015,2014,5.27,Kelly Olynyk,2,Kelly,Olynyk,21400006.0,203482.0,1610612738.0,1427.2,4995.2
1.85,81,34.6,1.61,3.46,2015,2014,10.38,Eric Bledsoe,2,Eric,Bledsoe,21400013.0,202339.0,1610612756.0,2802.6,9696.996
2.18,74,30.8,1.22,3.4,2015,2014,7.84,Derrick Favors,2,Derrick,Favors,21400012.0,202324.0,1610612762.0,2279.2000000000003,7749.280000000001
-0.33,72,33.6,3.7,3.37,2015,2014,8.41,Luol Deng,2,Luol,Deng,21400007.0,2736.0,1610612748.0,2419.2000000000003,8152.7040000000015
2.7,52,19.8,0.59,3.29,2015,2014,3.58,Tiago Splitter,2,Tiago,Splitter,21400064.0,201168.0,1610612759.0,1029.6000000000001,3387.3840000000005
0.77,40,32.6,2.45,3.22,2015,2014,4.52,Jrue Holiday,2,Jrue,Holiday,21400001.0,201950.0,1610612740.0,1304.0,4198.88
4.97,67,23.6,-1.81,3.16,2015,2014,5.58,Andrew Bogut,2,Andrew,Bogut,21400014.0,101106.0,1610612744.0,1581.2,4996.592000000001
3.43,81,25.3,-0.57,2.86,2015,2014,6.68,Timofey Mozgov,2,Timofey,Mozgov,21400011.0,202389.0,1610612743.0,2049.3,5860.9980000000005
3.63,55,28.9,-0.82,2.81,2015,2014,5.07,Michael Kidd-Gilchrist,2,Michael,Kidd-Gilchrist,21400004.0,203077.0,1610612766.0,1589.5,4466.495
0.96,75,33.8,1.75,2.71,2015,2014,7.92,Kevin Love,2,Kevin,Love,21400018.0,201567.0,1610612739.0,2535.0,6869.85
2.93,74,18.5,-0.26,2.67,2015,2014,4.32,Al-Farouq Aminu,2,Al-Farouq,Aminu,21400002.0,202329.0,1610612742.0,1369.0,3655.23
2.97,52,18.8,-0.37,2.6,2015,2014,2.94,Thabo Sefolosha,2,Thabo,Sefolosha,21400008.0,200757.0,1610612737.0,977.6,2541.76
0.07,66,33.1,2.47,2.54,2015,2014,6.79,Chandler Parsons,2,Chandler,Parsons,21400002.0,202718.0,1610612742.0,2184.6,5548.884
0.55,63,33.4,1.93,2.48,2015,2014,6.13,Bradley Beal,2,Bradley,Beal,21400163.0,203078.0,1610612764.0,2104.2,5218.415999999999
1.79,74,14.3,0.67,2.46,2015,2014,3.08,Tyler Hansbrough,2,Tyler,Hansbrough,21400008.0,201946.0,1610612761.0,1058.2,2603.172
4.02,62,17.8,-1.69,2.33,2015,2014,3.33,Jusuf Nurkic,2,Jusuf,Nurkic,21400011.0,203994.0,1610612743.0,1103.6000000000001,2571.3880000000004
1.92,62,24.9,0.33,2.25,2015,2014,4.25,Iman Shumpert,2,Iman,Shumpert,21400010.0,202697.0,1610612752.0,1543.8,3473.5499999999997
0.25,75,27.8,1.9,2.15,2015,2014,5.96,Kenneth Faried,2,Kenneth,Faried,21400011.0,202702.0,1610612743.0,2085.0,4482.75
-0.25,70,31.8,2.36,2.11,2015,2014,5.99,Mike Conley,2,Mike,Conley,21400009.0,201144.0,1610612763.0,2226.0,4696.86
0.87,82,30.4,1.23,2.1,2015,2014,6.95,Elfrid Payton,2,Elfrid,Payton,21400001.0,203901.0,1610612753.0,2492.7999999999997,5234.879999999999
3.3,67,19.2,-1.3,2.0,2015,2014,3.61,Andre Roberson,2,Andre,Roberson,21400015.0,203460.0,1610612760.0,1286.3999999999999,2572.7999999999997
-0.07,59,24.2,2.05,1.98,2015,2014,3.9,Danilo Gallinari,2,Danilo,Gallinari,21400011.0,201568.0,1610612743.0,1427.8,2827.044
2.08,41,29.8,-0.12,1.96,2015,2014,3.32,Dwight Howard,2,Dwight,Howard,21400003.0,2730.0,1610612745.0,1221.8,2394.728
0.11,80,33.7,1.81,1.92,2015,2014,7.38,Monta Ellis,2,Monta,Ellis,21400002.0,101145.0,1610612742.0,2696.0,5176.32
2.15,63,29.2,1.18,3.33,2015,2014,6.38,Mike Dunleavy,2,Mike,Dunleavy,21400010.0,2399.0,1610612741.0,1839.6,6125.8679999999995
1.75,70,22.7,1.53,3.28,2015,2014,5.51,Manu Ginobili,2,Manu,Ginobili,21400002.0,1938.0,1610612759.0,1589.0,5211.92
1.83,76,29.9,1.34,3.17,2015,2014,7.94,Matt Barnes,2,Matt,Barnes,21400020.0,2440.0,1610612746.0,2272.4,7203.508
-0.65,79,34.1,3.8,3.15,2015,2014,9.02,Tyreke Evans,2,Tyreke,Evans,21400001.0,201936.0,1610612740.0,2693.9,8485.785
-2.08,40,35.7,4.9,2.82,2015,2014,4.37,Carmelo Anthony,2,Carmelo,Anthony,21400010.0,2546.0,1610612752.0,1428.0,4026.9599999999996
0.43,74,24.4,2.33,2.76,2015,2014,5.89,Anthony Morrow,2,Anthony,Morrow,21400105.0,201627.0,1610612760.0,1805.6,4983.455999999999
2.33,22,31.5,0.38,2.71,2015,2014,2.25,Ricky Rubio,2,Ricky,Rubio,21400009.0,201937.0,1610612750.0,693.0,1878.03
2.28,69,31.0,0.37,2.65,2015,2014,6.49,Greg Monroe,2,Greg,Monroe,21400033.0,202328.0,1610612765.0,2139.0,5668.349999999999
1.65,75,16.4,0.95,2.6,2015,2014,3.72,Jonas Jerebko,2,Jonas,Jerebko,21400011.0,201973.0,1610612765.0,1230.0,3198.0
-1.97,80,25.2,4.49,2.52,2015,2014,6.02,Lou Williams,2,Lou,Williams,21400059.0,101150.0,1610612761.0,2016.0,5080.32
2.56,82,29.9,-0.1,2.46,2015,2014,7.28,Marcin Gortat,2,Marcin,Gortat,21400007.0,101162.0,1610612764.0,2451.7999999999997,6031.427999999999
2.47,72,23.8,-0.1,2.37,2015,2014,5.04,Jared Dudley,2,Jared,Dudley,21400004.0,201162.0,1610612749.0,1713.6000000000001,4061.2320000000004
1.45,78,34.4,0.85,2.3,2015,2014,7.71,Pau Gasol,2,Pau,Gasol,21400010.0,2200.0,1610612741.0,2683.2,6171.359999999999
1.05,67,27.0,1.17,2.22,2015,2014,5.21,Marcus Smart,2,Marcus,Smart,21400006.0,203935.0,1610612738.0,1809.0,4015.9800000000005
1.82,76,30.5,0.32,2.14,2015,2014,6.34,Al Horford,2,Al,Horford,21400008.0,201143.0,1610612737.0,2318.0,4960.52
0.02,70,27.9,2.08,2.1,2015,2014,5.48,Robert Covington,2,Robert,Covington,21400152.0,203496.0,1610612755.0,1953.0,4101.3
1.62,63,17.0,0.42,2.04,2015,2014,2.88,Lavoy Allen,2,Lavoy,Allen,21400005.0,202730.0,1610612754.0,1071.0,2184.84
1.66,70,19.6,0.33,1.99,2015,2014,3.66,James Johnson,2,James,Johnson,21400008.0,201949.0,1610612761.0,1372.0,2730.28
3.63,82,26.3,-1.66,1.97,2015,2014,5.54,Rudy Gobert,2,Rudy,Gobert,21400012.0,203497.0,1610612762.0,2156.6,4248.5019999999995
-0.14,76,18.8,2.09,1.95,2015,2014,3.8,Anthony Tolliver,2,Anthony,Tolliver,21400013.0,201229.0,1610612756.0,1428.8,2786.16
3.73,58,14.4,-1.86,1.87,2015,2014,2.17,Nick Calathes,2,Nick,Calathes,21400193.0,201979.0,1610612763.0,835.2,1561.824
1.32,75,26.4,0.51,1.83,2015,2014,5.09,Amir Johnson,2,Amir,Johnson,21400008.0,101161.0,1610612761.0,1980.0,3623.4
0.26,45,34.8,1.53,1.79,2015,2014,4.12,Darren Collison,2,Darren,Collison,21400014.0,201954.0,1610612758.0,1565.9999999999998,2803.14
0.15,58,27.0,1.51,1.66,2015,2014,3.97,Jared Sullinger,2,Jared,Sullinger,21400006.0,203096.0,1610612738.0,1566.0,2599.56
2.36,82,35.7,-0.78,1.58,2015,2014,7.28,Trevor Ariza,2,Trevor,Ariza,21400003.0,2772.0,1610612745.0,2927.4,4625.292
-2.69,67,25.8,4.14,1.45,2015,2014,4.16,Isaiah Thomas,2,Isaiah,Thomas,21400013.0,202738.0,1610612756.0,1728.6000000000001,2506.4700000000003
0.26,78,30.9,1.14,1.4,2015,2014,5.72,JJ Redick,2,JJ,Redick,21400020.0,200755.0,1610612746.0,2410.2,3374.2799999999997
0.89,62,15.7,0.46,1.35,2015,2014,2.26,CJ McCollum,2,CJ,McCollum,21400015.0,203468.0,1610612757.0,973.4,1314.0900000000001
2.13,66,16.7,-0.83,1.3,2015,2014,2.54,Nick Collison,2,Nick,Collison,21400015.0,2555.0,1610612760.0,1102.2,1432.8600000000001
-0.37,82,31.5,1.66,1.29,2015,2014,5.78,Kentavious Caldwell-Pope,2,Kentavious,Caldwell-Pope,21400011.0,203484.0,1610612765.0,2583.0,3332.07
-0.59,74,19.4,1.82,1.23,2015,2014,3.03,Otto Porter Jr.,3,Otto,Jr.,,,,1435.6,1765.7879999999998
-1.1,77,29.5,2.28,1.18,2015,2014,4.93,Reggie Jackson,2,Reggie,Jackson,21400044.0,202704.0,1610612760.0,2271.5,2680.37
0.43,51,15.7,0.53,0.96,2015,2014,1.67,Patty Mills,2,Patty,Mills,21400454.0,201988.0,1610612759.0,800.6999999999999,768.6719999999999
2.32,47,20.3,-1.42,0.9,2015,2014,1.87,Kevin Garnett,2,Kevin,Garnett,21400006.0,708.0,1610612751.0,954.1,858.69
0.72,38,7.0,0.17,0.89,2015,2014,0.51,Jeremy Evans,2,Jeremy,Evans,21400080.0,202379.0,1610612762.0,266.0,236.74
-1.24,80,34.9,2.11,0.87,2015,2014,5.41,Joe Johnson,2,Joe,Johnson,21400006.0,2207.0,1610612751.0,2792.0,2429.04
1.5,81,31.4,-0.63,0.87,2015,2014,5.04,Giannis Antetokounmpo,2,Giannis,Antetokounmpo,21400004.0,203507.0,1610612749.0,2543.4,2212.7580000000003
-0.48,82,26.8,1.34,0.86,2015,2014,4.25,Tristan Thompson,2,Tristan,Thompson,21400018.0,202684.0,1610612739.0,2197.6,1889.936
-1.93,77,17.7,2.71,0.78,2015,2014,2.64,J.J. Barea,2,J.J.,Barea,,,,1362.8999999999999,1063.062
0.81,82,30.5,-0.07,0.74,2015,2014,4.75,Andre Drummond,2,Andre,Drummond,21400011.0,203083.0,1610612765.0,2501.0,1850.74
-0.45,68,31.1,2.36,1.91,2015,2014,5.51,Deron Williams,2,Deron,Williams,21400006.0,101114.0,1610612751.0,2114.8,4039.268
0.95,73,30.5,0.92,1.87,2015,2014,5.88,Jeff Teague,2,Jeff,Teague,21400008.0,201952.0,1610612737.0,2226.5,4163.555
3.91,58,17.0,-2.08,1.83,2015,2014,2.63,Darrell Arthur,2,Darrell,Arthur,21400011.0,201589.0,1610612743.0,986.0,1804.38
0.27,74,25.8,1.39,1.66,2015,2014,4.75,Jeremy Lin,2,Jeremy,Lin,21400003.0,202391.0,1610612747.0,1909.2,3169.272
-2.36,75,35.5,3.96,1.6,2015,2014,6.75,Ty Lawson,2,Ty,Lawson,21400011.0,201951.0,1610612743.0,2662.5,4260.0
1.17,70,26.3,0.41,1.58,2015,2014,4.54,CJ Miles,2,CJ,Miles,21400005.0,101139.0,1610612754.0,1841.0,2908.78
3.42,47,19.7,-1.99,1.43,2015,2014,2.1,Elijah Millsap,2,Elijah,Millsap,21400516.0,202407.0,1610612762.0,925.9,1324.0369999999998
0.99,77,26.9,0.37,1.36,2015,2014,4.88,Andre Iguodala,2,Andre,Iguodala,21400014.0,2738.0,1610612744.0,2071.2999999999997,2816.968
1.46,63,16.5,-0.12,1.34,2015,2014,2.35,Pero Antic,2,Pero,Antic,21400032.0,203544.0,1610612737.0,1039.5,1392.93
2.21,74,23.6,-0.91,1.3,2015,2014,3.94,Alan Anderson,2,Alan,Anderson,21400006.0,101187.0,1610612751.0,1746.4,2270.32
-1.41,41,28.6,2.64,1.23,2015,2014,2.62,Brandon Jennings,2,Brandon,Jennings,21400011.0,201943.0,1610612765.0,1172.6000000000001,1442.2980000000002
1.15,76,32.0,0.05,1.2,2015,2014,5.38,Thaddeus Young,2,Thaddeus,Young,21400009.0,201152.0,1610612750.0,2432.0,2918.4
2.21,67,30.6,-1.12,1.09,2015,2014,4.33,Joakim Noah,2,Joakim,Noah,21400010.0,201149.0,1610612741.0,2050.2000000000003,2234.7180000000003
0.71,82,32.6,0.2,0.91,2015,2014,5.51,Ben McLemore,2,Ben,McLemore,21400014.0,203463.0,1610612758.0,2673.2000000000003,2432.6120000000005
-0.26,51,30.0,1.15,0.89,2015,2014,3.1,Derrick Rose,2,Derrick,Rose,21400010.0,201565.0,1610612741.0,1530.0,1361.7
0.93,79,18.3,-0.05,0.88,2015,2014,2.83,Cory Joseph,2,Cory,Joseph,21400002.0,202709.0,1610612759.0,1445.7,1272.2160000000001
1.24,17,17.4,-0.37,0.87,2015,2014,0.56,Josh McRoberts,2,Josh,McRoberts,21400030.0,201177.0,1610612748.0,295.79999999999995,257.34599999999995
2.68,49,8.3,-1.82,0.86,2015,2014,0.8,Joel Anthony,2,Joel,Anthony,21400011.0,201202.0,1610612765.0,406.70000000000005,349.76200000000006
0.92,40,12.6,-0.1,0.82,2015,2014,0.98,Mike Muscala,2,Mike,Muscala,21400110.0,203488.0,1610612737.0,504.0,413.28
3.3,81,16.6,-2.56,0.74,2015,2014,2.56,Kosta Koufos,2,Kosta,Koufos,21400009.0,201585.0,1610612763.0,1344.6000000000001,995.0040000000001
1.64,48,23.8,-0.96,0.68,2015,2014,2.1,Hassan Whiteside,2,Hassan,Whiteside,21400250.0,202355.0,1610612748.0,1142.4,776.8320000000001
2.91,67,25.3,-2.31,0.6,2015,2014,3.04,Nene Hilario,2,Nene,Hilario,21400016.0,2403.0,1610612764.0,1695.1000000000001,1017.0600000000001
0.87,81,20.5,-0.3,0.57,2015,2014,3.03,Luis Scola,2,Luis,Scola,21400005.0,2449.0,1610612754.0,1660.5,946.4849999999999
0.99,31,26.3,-0.43,0.56,2015,2014,1.49,Nikola Pekovic,2,Nikola,Pekovic,21400009.0,201593.0,1610612750.0,815.3000000000001,456.5680000000001
1.74,59,27.8,-1.21,0.53,2015,2014,2.94,Robin Lopez,2,Robin,Lopez,21400015.0,201577.0,1610612757.0,1640.2,869.306
1.03,78,26.1,-0.6,0.43,2015,2014,3.48,Marvin Williams,2,Marvin,Williams,21400004.0,101107.0,1610612766.0,2035.8000000000002,875.3940000000001
-0.38,70,31.3,0.79,0.41,2015,2014,3.75,DeMarre Carroll,2,DeMarre,Carroll,21400008.0,201960.0,1610612737.0,2191.0,898.31
-0.35,57,24.9,0.72,0.37,2015,2014,2.42,C.J. Watson,2,C.J.,Watson,,,,1419.3,525.141
2.91,53,17.7,-2.57,0.34,2015,2014,1.53,Lou Amundson,2,Lou,Amundson,21400133.0,200811.0,1610612739.0,938.0999999999999,318.954
0.25,73,26.2,0.05,0.3,2015,2014,3.13,Paul Pierce,2,Paul,Pierce,21400007.0,1718.0,1610612764.0,1912.6,573.78
-0.16,48,12.4,0.43,0.27,2015,2014,0.96,Dorell Wright,2,Dorell,Wright,21400015.0,2748.0,1610612757.0,595.2,160.70400000000004
0.36,77,21.3,-0.19,0.17,2015,2014,2.65,Jason Terry,2,Jason,Terry,21400003.0,1891.0,1610612745.0,1640.1000000000001,278.81700000000006
1.25,70,16.0,-1.13,0.12,2015,2014,1.75,Aron Baynes,2,Aron,Baynes,21400002.0,203382.0,1610612759.0,1120.0,134.4
1.13,71,28.7,-1.04,0.09,2015,2014,3.13,Donatas Motiejunas,2,Donatas,Motiejunas,21400003.0,202700.0,1610612745.0,2037.7,183.393
-0.35,49,18.4,0.4,0.05,2015,2014,1.39,David Lee,2,David,Lee,21400068.0,101135.0,1610612744.0,901.5999999999999,45.08
2.43,76,25.3,-2.44,-0.01,2015,2014,2.73,Roy Hibbert,2,Roy,Hibbert,21400005.0,201579.0,1610612754.0,1922.8,-19.228
0.9,68,14.1,-1.01,-0.11,2015,2014,1.27,Alexis Ajinca,2,Alexis,Ajinca,21400001.0,201582.0,1610612740.0,958.8,-105.46799999999999
0.53,65,25.8,-0.69,-0.16,2015,2014,2.2,Wayne Ellington,2,Wayne,Ellington,21400013.0,201961.0,1610612747.0,1677.0,-268.32
-0.39,60,35.0,0.21,-0.18,2015,2014,2.81,DeMar DeRozan,2,DeMar,DeRozan,21400008.0,201942.0,1610612761.0,2100.0,-378.0
-0.36,62,17.0,0.11,-0.25,2015,2014,1.31,James Ennis III,3,James,III,,,,1054.0,-263.5
-0.04,44,35.4,0.72,0.68,2015,2014,2.82,Chris Bosh,2,Chris,Bosh,21400007.0,2547.0,1610612748.0,1557.6,1059.1680000000001
-1.89,77,29.6,2.51,0.62,2015,2014,4.22,Dirk Nowitzki,2,Dirk,Nowitzki,21400002.0,1717.0,1610612742.0,2279.2000000000003,1413.1040000000003
1.36,82,21.1,-0.78,0.58,2015,2014,3.25,Tyler Zeller,2,Tyler,Zeller,21400006.0,203092.0,1610612738.0,1730.2,1003.516
0.39,43,22.8,0.17,0.56,2015,2014,1.78,Ronnie Price,2,Ronnie,Price,21400003.0,101179.0,1610612747.0,980.4,549.024
1.23,82,28.3,-0.68,0.55,2015,2014,4.37,Harrison Barnes,2,Harrison,Barnes,21400014.0,203084.0,1610612744.0,2320.6,1276.3300000000002
-0.54,70,29.7,1.02,0.48,2015,2014,3.62,JR Smith,2,JR,Smith,,,,2079.0,997.92
-2.46,68,35.4,2.87,0.41,2015,2014,4.2,Rudy Gay,2,Rudy,Gay,21400014.0,200752.0,1610612758.0,2407.2,986.9519999999999
0.12,71,33.5,0.26,0.38,2015,2014,4.08,Nicolas Batum,2,Nicolas,Batum,21400015.0,201587.0,1610612757.0,2378.5,903.83
1.01,80,28.9,-0.65,0.36,2015,2014,3.84,Gerald Henderson,2,Gerald,Henderson,21400004.0,201945.0,1610612766.0,2312.0,832.3199999999999
-1.83,81,26.6,2.17,0.34,2015,2014,3.52,Patrick Patterson,2,Patrick,Patterson,21400008.0,202335.0,1610612761.0,2154.6,732.5640000000001
1.53,50,10.6,-1.23,0.3,2015,2014,0.86,Cory Jefferson,2,Cory,Jefferson,21400006.0,203928.0,1610612751.0,530.0,159.0
0.67,17,12.6,-0.48,0.19,2015,2014,0.32,Jeff Adrien,2,Jeff,Adrien,21400252.0,202399.0,1610612750.0,214.2,40.698
0.46,3,1.0,-0.31,0.15,2015,2014,0.0,Sim Bhullar,2,Sim,Bhullar,21401158.0,204021.0,1610612758.0,3.0,0.44999999999999996
0.35,32,15.2,-0.25,0.1,2015,2014,0.78,Mitch McGary,2,Mitch,McGary,21400352.0,203956.0,1610612760.0,486.4,48.64
0.26,81,24.5,-0.2,0.06,2015,2014,2.93,Boris Diaw,2,Boris,Diaw,21400002.0,2564.0,1610612759.0,1984.5,119.07
0.18,21,10.0,-0.18,0.0,2015,2014,0.3,Luigi Datome,2,Luigi,Datome,,,,210.0,0.0
1.0,66,28.7,-1.06,-0.06,2015,2014,2.68,David West,2,David,West,21400230.0,2561.0,1610612754.0,1894.2,-113.652
1.94,60,18.9,-2.08,-0.14,2015,2014,1.51,Chris Andersen,2,Chris,Andersen,21400007.0,2365.0,1610612748.0,1134.0,-158.76000000000002
1.71,55,15.4,-1.88,-0.17,2015,2014,1.16,Meyers Leonard,2,Meyers,Leonard,21400055.0,203086.0,1610612757.0,847.0,-143.99
0.08,29,8.8,-0.33,-0.25,2015,2014,0.33,Chuck Hayes,2,Chuck,Hayes,,,,255.20000000000002,-63.800000000000004
-1.59,72,35.7,1.28,-0.31,2015,2014,3.29,Victor Oladipo,2,Victor,Oladipo,21400123.0,203506.0,1610612753.0,2570.4,-796.8240000000001
-1.95,62,31.8,1.61,-0.34,2015,2014,2.41,Dwyane Wade,2,Dwyane,Wade,21400007.0,2548.0,1610612748.0,1971.6000000000001,-670.344
-0.15,71,26.4,-0.19,-0.34,2015,2014,2.31,Rodney Stuckey,2,Rodney,Stuckey,21400005.0,201155.0,1610612754.0,1874.3999999999999,-637.296
0.73,77,31.5,-1.07,-0.34,2015,2014,3.13,Avery Bradley,2,Avery,Bradley,21400006.0,202340.0,1610612738.0,2425.5,-824.6700000000001
0.3,33,16.8,-0.66,-0.36,2015,2014,0.69,Sergey Karasev,2,Sergey,Karasev,21400006.0,203508.0,1610612751.0,554.4,-199.58399999999997
0.07,50,21.3,-0.48,-0.41,2015,2014,1.22,Rodney Hood,2,Rodney,Hood,21400012.0,203918.0,1610612762.0,1065.0,-436.65
0.38,5,4.6,-0.8,-0.42,2015,2014,0.03,Miroslav Raduljica,2,Miroslav,Raduljica,21400544.0,203545.0,1610612750.0,23.0,-9.66
-1.07,82,20.1,0.63,-0.44,2015,2014,1.99,Jae Crowder,2,Jae,Crowder,21400002.0,203109.0,1610612742.0,1648.2,-725.208
2.9,27,21.7,-3.42,-0.52,2015,2014,0.69,Larry Sanders,2,Larry,Sanders,21400004.0,202336.0,1610612749.0,585.9,-304.668
0.43,10,11.9,-1.0,-0.57,2015,2014,0.14,Quincy Miller,2,Quincy,Miller,21400607.0,203113.0,1610612758.0,119.0,-67.83
0.07,10,7.6,-0.66,-0.59,2015,2014,0.08,Victor Claver,2,Victor,Claver,21400411.0,201964.0,1610612757.0,76.0,-44.839999999999996
2.2,59,14.3,-2.79,-0.59,2015,2014,0.92,Dewayne Dedmon,2,Dewayne,Dedmon,21400001.0,203473.0,1610612753.0,843.7,-497.783
-0.08,67,20.6,-0.52,-0.6,2015,2014,1.44,Matthew Dellavedova,2,Matthew,Dellavedova,21400018.0,203521.0,1610612739.0,1380.2,-828.12
-0.29,82,21.3,-0.32,-0.61,2015,2014,1.82,Mason Plumlee,2,Mason,Plumlee,21400006.0,203486.0,1610612751.0,1746.6000000000001,-1065.4260000000002
1.03,80,26.2,-1.71,-0.68,2015,2014,2.17,Jonas Valanciunas,2,Jonas,Valanciunas,21400008.0,202685.0,1610612761.0,2096.0,-1425.2800000000002
-0.3,67,17.9,-0.42,-0.72,2015,2014,1.2,Pablo Prigioni,2,Pablo,Prigioni,21400010.0,203143.0,1610612752.0,1199.3,-863.496
0.68,73,30.0,-1.42,-0.74,2015,2014,2.2,Gorgui Dieng,2,Gorgui,Dieng,21400009.0,203476.0,1610612750.0,2190.0,-1620.6
2.47,61,18.8,-3.22,-0.75,2015,2014,1.13,Ian Mahinmi,2,Ian,Mahinmi,21400005.0,101133.0,1610612754.0,1146.8,-860.0999999999999
-0.6,76,29.5,-0.2,-0.8,2015,2014,2.12,Wesley Johnson,2,Wesley,Johnson,21400003.0,202325.0,1610612747.0,2242.0,-1793.6000000000001
0.54,66,25.0,-1.37,-0.83,2015,2014,1.49,Dante Cunningham,2,Dante,Cunningham,21400275.0,201967.0,1610612740.0,1650.0,-1369.5
-0.82,13,9.2,0.53,-0.29,2015,2014,0.05,Elliot Williams,2,Elliot,Williams,21400528.0,202343.0,1610612762.0,119.6,-34.684
0.16,75,19.3,-0.49,-0.33,2015,2014,1.84,Brandan Wright,2,Brandan,Wright,21400002.0,201148.0,1610612742.0,1447.5,-477.675
1.47,48,12.9,-1.81,-0.34,2015,2014,0.77,Joel Freeland,2,Joel,Freeland,21400015.0,200777.0,1610612757.0,619.2,-210.52800000000002
-2.1,78,33.8,1.76,-0.34,2015,2014,3.36,Goran Dragic,2,Goran,Dragic,21400013.0,201609.0,1610612756.0,2636.3999999999996,-896.376
-0.07,51,16.9,-0.29,-0.36,2015,2014,1.03,Drew Gooden,2,Drew,Gooden,21400007.0,2400.0,1610612764.0,861.9,-310.284
0.8,33,26.9,-1.17,-0.37,2015,2014,1.11,Terrence Jones,2,Terrence,Jones,21400003.0,203093.0,1610612745.0,887.6999999999999,-328.44899999999996
-0.91,28,14.9,0.49,-0.42,2015,2014,0.5,Kendall Marshall,2,Kendall,Marshall,21400023.0,203088.0,1610612749.0,417.2,-175.224
0.83,78,18.8,-1.27,-0.44,2015,2014,1.77,Shaun Livingston,2,Shaun,Livingston,21400014.0,2733.0,1610612744.0,1466.4,-645.216
1.39,83,27.7,-1.84,-0.45,2015,2014,2.8,Josh Smith,2,Josh,Smith,21400011.0,2746.0,1610612765.0,2299.1,-1034.595
0.34,23,5.6,-0.89,-0.55,2015,2014,0.14,Nazr Mohammed,2,Nazr,Mohammed,21400171.0,1737.0,1610612741.0,128.79999999999998,-70.84
-0.58,15,9.1,0.0,-0.58,2015,2014,0.15,James Michael McAdoo,3,James,McAdoo,,,,136.5,-79.16999999999999
-0.3,72,19.6,-0.29,-0.59,2015,2014,1.53,Tony Snell,2,Tony,Snell,21400010.0,203503.0,1610612741.0,1411.2,-832.608
0.16,72,29.2,-0.76,-0.6,2015,2014,2.22,Brook Lopez,2,Brook,Lopez,21400044.0,201572.0,1610612751.0,2102.4,-1261.44
-0.16,74,16.8,-0.45,-0.61,2015,2014,1.38,Richard Jefferson,2,Richard,Jefferson,21400002.0,2210.0,1610612742.0,1243.2,-758.352
0.6,78,30.6,-1.22,-0.62,2015,2014,2.6,PJ Tucker,2,PJ,Tucker,21400056.0,200782.0,1610612756.0,2386.8,-1479.816
-1.74,68,29.1,1.02,-0.72,2015,2014,2.02,Mo Williams,2,Mo,Williams,21400009.0,2590.0,1610612750.0,1978.8000000000002,-1424.736
-1.17,32,18.8,0.44,-0.73,2015,2014,0.0,Tyler Johnson,2,Tyler,Johnson,21400582.0,204020.0,1610612748.0,601.6,-439.168
2.16,69,22.0,-2.9,-0.74,2015,2014,1.59,Alex Len,2,Alex,Len,21400013.0,203458.0,1610612756.0,1518.0,-1123.32
-0.76,62,11.4,-0.04,-0.8,2015,2014,0.68,Hedo Turkoglu,2,Hedo,Turkoglu,21400026.0,2045.0,1610612746.0,706.8000000000001,-565.44
0.76,19,6.6,-1.56,-0.8,2015,2014,0.12,Jarnell Stokes,2,Jarnell,Stokes,21400151.0,203950.0,1610612763.0,125.39999999999999,-100.32
-1.35,58,28.6,0.48,-0.87,2015,2014,1.52,Evan Fournier,2,Evan,Fournier,21400001.0,203095.0,1610612753.0,1658.8000000000002,-1443.1560000000002
0.09,5,2.8,-0.98,-0.89,2015,2014,0.01,Alex Kirk,2,Alex,Kirk,21400055.0,203945.0,1610612739.0,14.0,-12.46
